iter	RMSE
427	1.351769311
428	1.349281172
429	1.344160707
430	1.340680106
431	1.337342352
432	1.327899997
433	1.32601475
434	1.323607576
435	1.318609267
436	1.316768783
437	1.314414603
438	1.309516938
439	1.30018445
440	1.295382792
441	1.293564104
442	1.288867635
443	1.287087907
444	1.284754991
445	1.275547368
446	1.270924923
447	1.267736942
448	1.264621886
449	1.262307559
450	1.257863051
451	1.248763916
452	1.247045175
453	1.242678678
454	1.240997103
455	1.238712495
456	1.234433599
457	1.225454845
458	1.222518647
459	1.218357543
460	1.216719388
461	1.214454539
462	1.21037686
463	1.201510074
464	1.198709325
465	1.197120842
466	1.194110789
467	1.185407811
468	1.181413064
469	1.172882898
470	1.168963745
471	1.167379785
472	1.165143978
473	1.161302647
474	1.152895048
475	1.151337933
476	1.147452083
477	1.145241767
478	1.141442906
479	1.137736144
480	1.135611767
481	1.131985018
482	1.122402294
483	1.118835388
484	1.115354735
485	1.111958302
486	1.109877504
487	1.106553841
488	1.103310687
489	1.101259559
490	1.098273517
491	1.088841693
492	1.085901381
493	1.082812995
494	1.077977828
495	1.075147265
496	1.070413103
497	1.062209181
498	1.059410219
499	1.054815422
